CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
50099436,PROPER FOOD,Manhattan,555,MADISON AVENUE,10022.0,4153401125,American,03/24/2023,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,22.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.76116989941,-73.97316125658,105.0,4.0,10200.0,1035775.0,1012910051.0,MN17,POINT (-73.973161256578 40.761169899412)
50133687,CANO COFFEE  COMPANY,Queens,44-16,BROADWAY,11103.0,7183122043,Coffee/Tea,07/12/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,23.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.75735972363,-73.91560086727,401.0,22.0,15900.0,4012374.0,4007070041.0,QN70,POINT (-73.915600867269 40.757359723631)
41630124,DUNKIN',Queens,40-08,BELL BOULEVARD,11361.0,7182247013,Coffee/Tea,12/22/2023,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,5.0,A,12/22/2023,04/15/2026,Cycle Inspection / Initial Inspection,40.76411803398,-73.77126283986,411.0,19.0,112300.0,4137560.0,4062370031.0,QN46,POINT (-73.771262839861 40.764118033982)
50166209,MACCA RESTAURANT,Bronx,611,MORRIS PARK AVENUE,10460.0,3475158768,Middle Eastern,10/29/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,88.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.84422600435,-73.86920175101,211.0,15.0,22000.0,2042503.0,2040110038.0,BX17,POINT (-73.869201751014 40.844226004348)
50089786,NEXUS CLUB NEW YORK,Manhattan,100,CHURCH STREET,10007.0,9293887030,American,01/16/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,01/16/2025,04/15/2026,Cycle Inspection / Initial Inspection,40.71296086933,-74.00949044575,101.0,1.0,2100.0,1001409.0,1001250020.0,MN24,POINT (-74.00949044575 40.712960869325)
50163414,RAINBOW BUBBLE,Queens,108-13,LIBERTY AVENUE,11419.0,7186885777,Chinese,01/08/2025,Violations were cited in the following area(s).,05F,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",Critical,127.0,,,04/15/2026,Pre-permit (Non-operational) / Initial Inspection,40.6839729874,-73.83309719036,410.0,29.0,9800.0,4201712.0,4095130030.0,QN55,POINT (-73.833097190356 40.683972987403)
50095507,CASA ORA,Brooklyn,148,MESEROLE STREET,11206.0,9293970281,Latin American,11/13/2025,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,12.0,A,11/13/2025,04/15/2026,Cycle Inspection / Initial Inspection,40.70800964663,-73.943793767,301.0,34.0,50500.0,3071115.0,3030520018.0,BK90,POINT (-73.943793767 40.708009646631)
40796717,ANYWAY CAFE & BAR,Brooklyn,1602,GRAVESEND NECK ROAD,11229.0,7189345988,Russian,10/21/2022,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,46.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.59505302578,-73.95462310849,315.0,48.0,58600.0,3200849.0,3073770054.0,BK17,POINT (-73.954623108485 40.595053025776)
50165672,A1 CHATERAISE & DONUTS BAKERY,Queens,31-25,DOWNING STREET,11354.0,7187990879,Bakery Products/Desserts,01/17/2026,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,11.0,A,01/17/2026,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.76792307726,-73.83587881478,407.0,20.0,86900.0,4100768.0,4044060028.0,QN22,POINT (-73.835878814776 40.767923077262)
50140876,KEBAB EXPRESS,Manhattan,235,BLEECKER STREET,10014.0,6464227802,Middle Eastern,08/21/2023,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,45.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.73046735888,-74.00254732867,102.0,3.0,6700.0,1010085.0,1005890048.0,MN23,POINT (-74.002547328668 40.730467358876)
50108411,K-TOWN FOOD COURT BAYSIDE,Queens,46-40,FRANCIS LEWIS BOULEVARD,11361.0,7182291480,Korean,11/15/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,27.0,B,11/15/2024,04/15/2026,Cycle Inspection / Re-inspection,40.75386330192,-73.78096776643,411.0,19.0,145101.0,4125452.0,4055550001.0,QN48,POINT (-73.78096776643 40.753863301917)
41454810,GRAZIELLA PIZZERIA,Queens,33-25,FRANCIS LEWIS BOULEVARD,11358.0,7183584706,Pizza,10/08/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,7.0,A,10/08/2024,04/15/2026,Cycle Inspection / Initial Inspection,40.76675876483,-73.79007318331,411.0,19.0,109900.0,4135011.0,4060740044.0,QN46,POINT (-73.790073183308 40.766758764834)
50114994,JUICE GARDEN,Queens,37-03,95 STREET,11372.0,3475272375,"Juice, Smoothies, Fruit Salads",07/17/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,07/17/2025,04/15/2026,Cycle Inspection / Re-inspection,40.75073212644,-73.87216512987,403.0,21.0,27300.0,4036591.0,4014830008.0,QN28,POINT (-73.872165129874 40.750732126444)
50076680,ZYARA,Queens,25-53,STEINWAY STREET,11103.0,7187777753,Middle Eastern,02/07/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,9.0,A,02/07/2025,04/15/2026,Cycle Inspection / Re-inspection,40.76753733888,-73.91201027894,401.0,22.0,14300.0,4011427.0,4006840124.0,QN70,POINT (-73.912010278937 40.76753733888)
40402369,COLONY CLUB,Manhattan,564,PARK AVENUE,10065.0,2128384200,American,03/16/2026,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,39.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.76504424495,-73.96825370629,108.0,4.0,11401.0,1040899.0,1013770033.0,MN40,POINT (-73.968253706291 40.765044244954)
50066372,NEW GREEN DRAGON,Bronx,4111,EAST TREMONT AVENUE,10465.0,7185973600,Chinese,01/04/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,46.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.81871922238,-73.81703088184,210.0,13.0,13200.0,2077357.0,2054480047.0,BX52,POINT (-73.817030881844 40.81871922238)
50060390,CHOP'T,Manhattan,350,5 AVENUE,10118.0,2129679380,Salads,04/26/2023,Violations were cited in the following area(s).,02C,Hot TCS food item that has been cooked and cooled is being held for service without first being reheated to 165º F or above within 2 hours.,Critical,12.0,A,04/26/2023,04/15/2026,Cycle Inspection / Initial Inspection,40.7482689007,-73.98469027358,105.0,4.0,7600.0,1015862.0,1008350041.0,MN17,POINT (-73.984690273581 40.748268900702)
50138726,COFFEE & SOCIAL CLUB,Queens,64-05,WOODSIDE AVENUE,11377.0,7188061441,American,11/01/2024,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,51.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.74402202402,-73.90075657142,402.0,26.0,26100.0,4000000.0,4012967501.0,QN63,POINT (-73.900756571421 40.744022024022)
50105787,DELICIOUS CHINESE RESTAURANT,Manhattan,1974A,2 AVENUE,10029.0,9177672886,Chinese,04/04/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,23.0,B,04/04/2024,04/15/2026,Cycle Inspection / Re-inspection,40.78773984601,-73.94453511499,111.0,8.0,16400.0,1052652.0,1016730004.0,MN33,POINT (-73.94453511499 40.787739846011)
50112322,WENDY'S,Manhattan,20,EAST   14 STREET,10003.0,2122430438,Hamburgers,08/26/2025,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Not Critical,21.0,B,08/26/2025,04/15/2026,Cycle Inspection / Re-inspection,40.73558064726,-73.99263166309,102.0,2.0,6100.0,1009393.0,1005710013.0,MN23,POINT (-73.992631663092 40.735580647261)
50127394,XI'AN FAMOUS FOODS,Manhattan,96,8 AVENUE,10011.0,2127862068,Chinese,10/31/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,10/31/2023,04/15/2026,Cycle Inspection / Initial Inspection,40.74023323802,-74.00215796981,104.0,3.0,8100.0,1013755.0,1007640073.0,MN13,POINT (-74.002157969806 40.740233238017)
40720511,AMBROSINOS PIZZERIA,Staten Island,3161,AMBOY ROAD,10306.0,7189878800,Pizza,02/21/2023,Violations were cited in the following area(s).,10H,"Single service article not provided.  Single service article reused or not protected from contamination when transported, stored, dispensed.  Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,19.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.56365626016,-74.13251781136,503.0,51.0,14606.0,5107641.0,5044720001.0,SI54,POINT (-74.132517811359 40.563656260164)
50059513,THE TRESTLE,Queens,34-02,BROADWAY,11106.0,3478080290,American,04/10/2024,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,22.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.76077383145,-73.92287019864,401.0,22.0,5900.0,4008830.0,4006220041.0,QN70,POINT (-73.922870198635 40.760773831453)
50144934,IHOP,Queens,170-19,HILLSIDE AVENUE,11432.0,7185234561,American,03/05/2026,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,03/05/2026,04/15/2026,Cycle Inspection / Re-inspection,40.71117196882,-73.79174946699,408.0,24.0,45800.0,4440111.0,4098440061.0,QN06,POINT (-73.79174946699 40.711171968818)
50164126,LELE,Manhattan,237,MADISON AVENUE,10016.0,9178628177,Caribbean,05/19/2025,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,74.0,,,04/15/2026,Pre-permit (Non-operational) / Initial Inspection,40.74987135592,-73.9814055598,106.0,4.0,8200.0,1017197.0,1008670020.0,MN20,POINT (-73.981405559796 40.749871355924)
50043790,PRIMA DONNA,Queens,90-18,ROOSEVELT AVENUE,11372.0,9174151449,Latin American,01/04/2023,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2  hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,39.0,B,01/04/2023,04/15/2026,Cycle Inspection / Re-inspection,40.74846897901,-73.87583272259,404.0,21.0,46900.0,4038785.0,4015510004.0,QN29,POINT (-73.87583272259 40.748468979012)
50103384,CHOCOLATE DIP,Manhattan,101,MACDOUGAL STREET,10012.0,4159904154,Bakery Products/Desserts,05/14/2025,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,38.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.72954788739,-74.00087675962,102.0,1.0,6500.0,1008732.0,1005420050.0,MN23,POINT (-74.000876759621 40.729547887394)
50105091,GOLDEN BLUE BAR & RESTAURANT,Brooklyn,2172,CLARENDON ROAD,11226.0,3474065414,Caribbean,11/24/2025,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,31.0,Z,11/24/2025,04/15/2026,Cycle Inspection / Re-inspection,40.64269528275,-73.95729309697,314.0,45.0,79000.0,3119607.0,3051870011.0,BK95,POINT (-73.957293096966 40.642695282749)
50063195,JOE COFFEE COMPANY,Manhattan,55,WEST   40 STREET,10018.0,9172827820,Coffee/Tea,01/27/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,9.0,A,01/27/2023,04/15/2026,Cycle Inspection / Re-inspection,40.75316272998,-73.98410803943,105.0,4.0,8400.0,1000000.0,1012570002.0,MN17,POINT (-73.984108039426 40.753162729977)
41690830,CHEN'S GARDEN,Bronx,304,WILLIS AVENUE,10454.0,7185858283,Chinese,03/06/2025,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,23.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.81055196282,-73.92182247212,201.0,8.0,3900.0,2000332.0,2022850002.0,BX39,POINT (-73.921822472123 40.810551962817)
